degradation_metric,capacity_loss_corr,metric_0,metric_100,capacity_loss_100_Ah
sei_thickness_m,0.9307011902573384,5.00757281415115e-09,1.8664430099574105e-08,0.023714920373882897
lli_percent,0.9307011910184831,9.347460243702699e-05,0.16866611780562835,0.023714920373882897
total_lithium_lost_mol,0.9307011910186932,2.65436179536227e-07,0.0004789545915127036,0.023714920373882897
sei_capacity_loss_Ah,0.9307011902573384,7.1140828277454354e-06,0.01283669261942412,0.023714920373882897
