region,ICA_peak_mag_Ah_per_V_signal_mean,ICA_peak_mag_Ah_per_V_signal_abs_mean,ICA_peak_mag_Ah_per_V_signal_range_across_smoothing,ICA_peak_mag_Ah_per_V_signal_abs_range_across_smoothing,ICA_peak_mag_Ah_per_V_signal_to_smoothing_range_ratio,ICA_peak_mag_Ah_per_V_monotonic_fraction_across_smoothing,ICA_peak_Q_Ah_signal_mean,ICA_peak_Q_Ah_signal_abs_mean,ICA_peak_Q_Ah_signal_range_across_smoothing,ICA_peak_Q_Ah_signal_abs_range_across_smoothing,ICA_peak_Q_Ah_signal_to_smoothing_range_ratio,ICA_peak_Q_Ah_monotonic_fraction_across_smoothing,ICA_median_Ah_per_V_signal_mean,ICA_median_Ah_per_V_signal_abs_mean,ICA_median_Ah_per_V_signal_range_across_smoothing,ICA_median_Ah_per_V_signal_abs_range_across_smoothing,ICA_median_Ah_per_V_signal_to_smoothing_range_ratio,ICA_median_Ah_per_V_monotonic_fraction_across_smoothing,DVA_peak_mag_V_per_Ah_signal_mean,DVA_peak_mag_V_per_Ah_signal_abs_mean,DVA_peak_mag_V_per_Ah_signal_range_across_smoothing,DVA_peak_mag_V_per_Ah_signal_abs_range_across_smoothing,DVA_peak_mag_V_per_Ah_signal_to_smoothing_range_ratio,DVA_peak_mag_V_per_Ah_monotonic_fraction_across_smoothing,DVA_peak_Q_Ah_signal_mean,DVA_peak_Q_Ah_signal_abs_mean,DVA_peak_Q_Ah_signal_range_across_smoothing,DVA_peak_Q_Ah_signal_abs_range_across_smoothing,DVA_peak_Q_Ah_signal_to_smoothing_range_ratio,DVA_peak_Q_Ah_monotonic_fraction_across_smoothing,DVA_median_V_per_Ah_signal_mean,DVA_median_V_per_Ah_signal_abs_mean,DVA_median_V_per_Ah_signal_range_across_smoothing,DVA_median_V_per_Ah_signal_abs_range_across_smoothing,DVA_median_V_per_Ah_signal_to_smoothing_range_ratio,DVA_median_V_per_Ah_monotonic_fraction_across_smoothing
full,0.04977219700769231,0.3309737082258919,0.9935419295851879,0.5485714448773624,0.6033374710196294,0.25,-0.0033607590605166243,0.010082277181549873,0.033607590605166215,0.020164554363099718,0.5000000000000007,0.25,0.009448799140888031,0.02001531561366976,0.05520526466879705,0.029930574867008453,0.6687247305674714,0.25,0.41517927566334834,0.41517927566334834,0.3315685376195461,0.3315685376195461,1.2521672853645127,1.0,0.0,0.0,0.0,0.0,inf,1.0,-0.0002950576537159577,0.0006332831429745056,0.0017497045092795815,0.0009389185047439241,0.6744814803146563,0.25
central,0.5118083161171398,0.6237546763461417,1.3769325082391326,0.9291470673231252,0.671319641726019,0.5,0.0016803795302583052,0.005041138590774943,0.020164554363099774,0.013443036242066497,0.3750000000000005,0.75,0.016136647600733633,0.04342252115893008,0.11714845154044706,0.06257670442405416,0.6939087246377693,0.75,0.06325893101478641,0.06325893101478641,0.049597553578848874,0.049597553578848874,1.275444582447379,1.0,0.011762656711808095,0.011762656711808095,0.02688607248413266,0.02688607248413266,0.43750000000000205,0.75,-0.0004459178856706103,0.0012684552880983802,0.003399972608463031,0.0017548978036074914,0.7228086362014097,0.75
endpoint,-0.4147751441724451,0.4386124941106152,1.7199446071573368,1.6648528778551435,0.2634542066417825,1.0,-0.010922466946678977,0.022685123658487516,0.047050626847234156,0.00336075906051736,6.749999999998613,0.75,-0.11027400317122754,0.11027400317122754,0.17157121085108806,0.17157121085108806,0.6427302262670265,1.0,0.4151792756633341,0.4151792756633341,0.33156853761948923,0.33156853761948923,1.2521672853646846,1.0,0.0,0.0,0.0,0.0,inf,1.0,0.047542555052416446,0.047542555052416446,0.03513871846598704,0.03513871846598704,1.3529962710061796,1.0
