cycle,n_points,Q_end_Ah,U_start_V,U_end_V,I_mean_A,t_end_h,selected_segment_id
0,1532,5.100623940029727,4.190343046073127,2.5000100000000014,0.19999999999999996,25.503119700148915,0
3,1528,5.088305203260382,4.184963566123166,2.5000100000000014,0.19999999999999993,25.441526016302184,12
10,1528,5.086979275682409,4.184947307459862,2.5000100000000005,0.19999999999999993,25.434896378412322,40
20,1527,5.085432393162075,4.18493584454494,2.5000099999999885,0.19999999999999996,25.427161965810647,80
