condition,R_contact_mOhm,recovery_amplitude_mV,tau_FG_eff_s,t95_s,t99_s,tau_tail_s,recovery_area_mV_s,relax_start_delay_s,U_relax_start_V,U_inf_600s_V,post_ohmic_recovery_amplitude_mV,post_ohmic_tau_FG_eff_s,post_ohmic_t95_s,post_ohmic_t99_s,post_ohmic_recovery_area_mV_s,post_ohmic_tau_tail_s
Rcontact_0mOhm,0.0,146.78150205962527,1.8189894035458565e-12,36.5,156.79999999999927,29.80130332584302,87005.51172933227,0.1,3.7323144400437895,3.7586280203304763,26.313580286686733,25.5,171.10000000000036,409.10000000000036,14724.768574735568,72.07703788433652
Rcontact_2mOhm,2.0,156.78150206028585,1.8189894035458565e-12,33.79999999999927,148.70000000000073,28.965418218351886,93005.51172981138,0.1,3.7323144400432815,3.7586280203308315,26.313580287550042,25.5,171.10000000000036,409.10000000000036,14724.768575336311,72.07703788184538
Rcontact_5mOhm,5.0,171.7815020595479,1.8189894035458565e-12,30.100000000000364,138.0,27.777759187937924,102005.51172931385,0.1,3.7323144400436563,3.7586280203301548,26.31358028649844,25.5,171.10000000000036,409.10000000000036,14724.768574650649,72.07703788891034
Rcontact_10mOhm,10.0,196.78150205876844,1.8189894035458565e-12,25.0,123.29999999999927,26.046840070724496,117005.51172884884,0.1,3.732314440044175,3.7586280203298834,26.313580285708404,25.5,171.10000000000036,409.10000000000036,14724.768574179285,72.07703788757921
