checkpoint_cycles,endpoint_target_Ukl_V,Ukl_loaded_V,Ukl_error_mV,t_to_Ukl_s,t_to_Ukl_h,Q_to_Ukl_Ah,throughput_to_Ukl_Ah,nominal_capacity_Ah,nominal_soc_at_endpoint,nominal_soc_percent_at_endpoint,I_endpoint_A_pybamm,U_after_interrupt_V,U00_after_fixed_rest_V,rest_duration_s,rest_duration_min,recovery_amplitude_V,recovery_from_loaded_endpoint_V,preconditioning_strategy,fixed_endpoint_protocol
0,3.7,3.7,0.0,4983.307169106321,1.3842519914184226,2.307086652364036,2.307086652364036,5.0,0.5385826695271928,53.85826695271928,1.6666666666666665,3.7483098500676206,3.7973883663646815,3599.999999999999,59.999999999999986,0.04907851629706084,0.09738836636468129,full_charge_C3_CV_C100_rest10min,C/3_to_3.70V_rest_60min
3,3.7,3.7,0.0,4964.131569263976,1.37892543590666,2.298209059844268,2.298209059844023,5.0,0.5403581880311463,54.03581880311463,1.6666666666666665,3.748372691989185,3.7974010466851524,3599.9999999999854,59.99999999999976,0.04902835469596756,0.09740104668515226,full_charge_C3_CV_C100_rest10min,C/3_to_3.70V_rest_60min
10,3.7,3.6999999999999993,-8.881784197001252e-13,4962.298544904421,1.3784162624734502,2.2973604374548247,2.2973604374543015,5.0,0.5405279125090351,54.05279125090351,1.6666666666666665,3.7485385134578113,3.7975806833234733,3599.999999999971,59.99999999999952,0.04904216986566201,0.09758068332347403,full_charge_C3_CV_C100_rest10min,C/3_to_3.70V_rest_60min
20,3.7,3.699999999999492,-5.080380560684716e-10,4960.23749060306,1.377843747389739,2.2964062456496306,2.2964062456509,5.0,0.5407187508700739,54.07187508700739,1.6666666666666665,3.748726605691994,3.7977954530753912,3599.999999999942,59.99999999999903,0.04906884738339734,0.0977954530758991,full_charge_C3_CV_C100_rest10min,C/3_to_3.70V_rest_60min
