branch,capacity_loss_20pct_pct,capacity_loss_20pct_Ah,capacity_loss_monotonic_with_LAM,capacity_role,central_deltaU_20pct_mean_mV,central_deltaU_20pct_p95_abs_mV,central_deltaU_monotonic_negative,endpoint_amplification_any,C25_central_VQ_role,central_candidate_count,central_auxiliary_count,DVA_median_central_candidate_conditions,DVA_median_central_max_signal_to_smoothing_ratio,DVA_median_central_min_direction_consistency,ICA_DVA_central_role
NE_LAM,19.686244437165527,0.9941097007358017,True,primary target,-54.10497091157658,283.0492687206627,True,True,conditional target with boundary control,2,2,NE_LAM_10pct; NE_LAM_20pct,4.268931731705975,1.0,candidate fitting target
PE_LAM,2.6735616934190745,0.13500866675849377,True,secondary / weak target,-66.4175296660793,99.55537508709833,True,False,candidate fitting target,4,2,PE_LAM_10pct; PE_LAM_20pct; PE_LAM_5pct,13.390737084863957,1.0,candidate fitting target
