pair,condition,plating_mode,temperature_C,stress_charge_rate,initial_soc,role,t_end_h,U_final_V,I_final_A,U_max_V,U_min_V,I_min_A,I_max_A,q_signed_final_Ah,q_signed_min_Ah,q_signed_max_Ah,loss_of_capacity_to_plating_Ah_source,loss_of_capacity_to_plating_Ah_last,loss_of_capacity_to_plating_Ah_min,loss_of_capacity_to_plating_Ah_max,loss_of_capacity_to_plating_Ah_abs_max,loss_of_capacity_to_plating_Ah_n_points,loss_of_lithium_to_plating_mol_source,loss_of_lithium_to_plating_mol_last,loss_of_lithium_to_plating_mol_min,loss_of_lithium_to_plating_mol_max,loss_of_lithium_to_plating_mol_abs_max,loss_of_lithium_to_plating_mol_n_points,plated_lithium_concentration_source,plated_lithium_concentration_last,plated_lithium_concentration_min,plated_lithium_concentration_max,plated_lithium_concentration_abs_max,plated_lithium_concentration_n_points,dead_lithium_concentration_source,dead_lithium_concentration_last,dead_lithium_concentration_min,dead_lithium_concentration_max,dead_lithium_concentration_abs_max,dead_lithium_concentration_n_points,plated_lithium_thickness_m_source,plated_lithium_thickness_m_last,plated_lithium_thickness_m_min,plated_lithium_thickness_m_max,plated_lithium_thickness_m_abs_max,plated_lithium_thickness_m_n_points,dead_lithium_thickness_m_source,dead_lithium_thickness_m_last,dead_lithium_thickness_m_min,dead_lithium_thickness_m_max,dead_lithium_thickness_m_abs_max,dead_lithium_thickness_m_n_points,plating_current_density_A_m2_source,plating_current_density_A_m2_last,plating_current_density_A_m2_min,plating_current_density_A_m2_max,plating_current_density_A_m2_abs_max,plating_current_density_A_m2_n_points,plating_overpotential_V_source,plating_overpotential_V_last,plating_overpotential_V_min,plating_overpotential_V_max,plating_overpotential_V_abs_max,plating_overpotential_V_n_points,any_direct_plating_signal_nonzero
25C_1C,no_plating_25C_1C,none,25.0,1C,0.05,matched no-plating control,2.623740768350579,4.172615571979325,0.0,4.200000000000008,3.287858733417773,-5.000538510298574,0.0,-4.783172347808375,-4.783172347808375,0.0,Loss of capacity to negative lithium plating [A.h],0.0,0.0,0.0,0.0,949,Loss of lithium to negative lithium plating [mol],0.0,0.0,0.0,0.0,949,X-averaged negative lithium plating concentration [mol.m-3],0.0,0.0,0.0,0.0,949,X-averaged negative dead lithium concentration [mol.m-3],0.0,0.0,0.0,0.0,949,X-averaged negative lithium plating thickness [m],0.0,0.0,0.0,0.0,949,X-averaged negative dead lithium thickness [m],0.0,0.0,0.0,0.0,949,X-averaged negative electrode lithium plating interfacial current density [A.m-2],0.0,0.0,0.0,0.0,949,X-averaged negative electrode lithium plating reaction overpotential [V],0.0,0.0,0.0,0.0,949,False
25C_1C,plating_25C_1C,partially reversible,25.0,1C,0.05,plating-enabled condition,2.6179414179337095,4.171748881639409,0.0,4.200000000000004,3.28785857347426,-5.000546107285837,0.0,-4.7805973741190835,-4.7805973741190835,0.0,Loss of capacity to negative lithium plating [A.h],0.00797920489336227,0.0,0.0445232930425813,0.0445232930425813,947,Loss of lithium to negative lithium plating [mol],0.0002977150721665435,0.0,0.0016612250942811394,0.0016612250942811394,947,X-averaged negative lithium plating concentration [mol.m-3],33.26545046987068,0.0,189.55688189482788,189.55688189482788,947,X-averaged negative dead lithium concentration [mol.m-3],0.7589736660811119,0.0,0.7589736660811119,0.7589736660811119,947,X-averaged negative lithium plating thickness [m],1.1262942296865545e-09,0.0,6.41797478344355e-09,6.41797478344355e-09,947,X-averaged negative dead lithium thickness [m],2.5697161725359602e-11,0.0,2.5697161725359602e-11,2.5697161725359602e-11,947,X-averaged negative electrode lithium plating interfacial current density [A.m-2],0.00014573866712503,-0.030974345155896317,0.016665154851853735,0.030974345155896317,947,X-averaged negative electrode lithium plating reaction overpotential [V],0.08773679301837023,0.016665860183859117,0.3923515615319292,0.3923515615319292,947,True
10C_1C,no_plating_10C_1C,none,10.0,1C,0.05,matched no-plating control,3.0761805485229754,4.153906125728651,0.0,4.200000000000008,3.3323673231868094,-5.000482643871016,0.0,-4.725711873132926,-4.725711873132926,0.0,Loss of capacity to negative lithium plating [A.h],0.0,0.0,0.0,0.0,1112,Loss of lithium to negative lithium plating [mol],0.0,0.0,0.0,0.0,1112,X-averaged negative lithium plating concentration [mol.m-3],0.0,0.0,0.0,0.0,1112,X-averaged negative dead lithium concentration [mol.m-3],0.0,0.0,0.0,0.0,1112,X-averaged negative lithium plating thickness [m],0.0,0.0,0.0,0.0,1112,X-averaged negative dead lithium thickness [m],0.0,0.0,0.0,0.0,1112,X-averaged negative electrode lithium plating interfacial current density [A.m-2],0.0,0.0,0.0,0.0,1112,X-averaged negative electrode lithium plating reaction overpotential [V],0.0,0.0,0.0,0.0,1112,False
10C_1C,plating_10C_1C,partially reversible,10.0,1C,0.05,plating-enabled condition,3.0597383102415106,4.151807728828516,0.0,4.200000000000004,3.3323671157560852,-5.000492937859149,0.0,-4.718561306890244,-4.718561306890244,0.0,Loss of capacity to negative lithium plating [A.h],0.006792918800324459,0.0,0.07279505239788542,0.07279505239788542,1105,Loss of lithium to negative lithium plating [mol],0.0002534531119187603,0.0,0.0027160831896963084,0.0027160831896963084,1105,X-averaged negative lithium plating concentration [mol.m-3],27.337268527101017,0.0,309.66340930564604,309.66340930564604,1105,X-averaged negative dead lithium concentration [mol.m-3],1.6286689907572138,0.0,1.6286689907572138,1.6286689907572138,1105,X-averaged negative lithium plating thickness [m],9.255791628420248e-10,0.0,1.0484514898179606e-08,1.0484514898179606e-08,1105,X-averaged negative dead lithium thickness [m],5.514311276261535e-11,0.0,5.514311276261535e-11,5.514311276261535e-11,1105,X-averaged negative electrode lithium plating interfacial current density [A.m-2],0.00032895322826745343,-0.057522426907483756,0.026285476954162727,0.057522426907483756,1105,X-averaged negative electrode lithium plating reaction overpotential [V],0.08865275885836117,-0.006843378760642281,0.36215042399530006,0.36215042399530006,1105,True
10C_2C,no_plating_10C_2C,none,10.0,2C,0.05,matched no-plating control,2.9453577359121534,4.152836517439155,0.0,4.200000000000005,3.4228531943605716,-10.00066118566619,0.0,-4.72334893044206,-4.72334893044206,0.0,Loss of capacity to negative lithium plating [A.h],0.0,0.0,0.0,0.0,1064,Loss of lithium to negative lithium plating [mol],0.0,0.0,0.0,0.0,1064,X-averaged negative lithium plating concentration [mol.m-3],0.0,0.0,0.0,0.0,1064,X-averaged negative dead lithium concentration [mol.m-3],0.0,0.0,0.0,0.0,1064,X-averaged negative lithium plating thickness [m],0.0,0.0,0.0,0.0,1064,X-averaged negative dead lithium thickness [m],0.0,0.0,0.0,0.0,1064,X-averaged negative electrode lithium plating interfacial current density [A.m-2],0.0,0.0,0.0,0.0,1064,X-averaged negative electrode lithium plating reaction overpotential [V],0.0,0.0,0.0,0.0,1064,False
10C_2C,plating_10C_2C,partially reversible,10.0,2C,0.05,plating-enabled condition,2.9217110614204347,4.150141092296285,0.0,4.200000000000004,3.422852933583104,-10.000664181736036,0.0,-4.713700949269494,-4.713700949269494,0.0,Loss of capacity to negative lithium plating [A.h],0.0069044968131798555,0.0,0.09544590203407814,0.09544590203407814,1056,Loss of lithium to negative lithium plating [mol],0.0002576162405253558,0.0,0.003561217438558926,0.003561217438558926,1056,X-averaged negative lithium plating concentration [mol.m-3],27.245874430830508,0.0,406.43987049820964,406.43987049820964,1056,X-averaged negative dead lithium concentration [mol.m-3],2.195847038483442,0.0,2.195847038483442,2.195847038483442,1056,X-averaged negative lithium plating thickness [m],9.224847618402969e-10,0.0,1.376115081535716e-08,1.376115081535716e-08,1056,X-averaged negative dead lithium thickness [m],7.434650106296382e-11,0.0,7.434650106296382e-11,7.434650106296382e-11,1056,X-averaged negative electrode lithium plating interfacial current density [A.m-2],0.00038913768896350377,-0.13878279504879373,0.030244342029820126,0.13878279504879373,1056,X-averaged negative electrode lithium plating reaction overpotential [V],0.08890125441213885,-0.012492342448383327,0.32948010446414033,0.32948010446414033,1056,True
