cycle,n_points,Q_end_Ah,U_start_V,U_end_V,I_mean_A,t_end_h,selected_segment_id
0,1532,5.100618175484169,4.190342874133677,2.5000099999999987,0.19999999999999996,25.503090877421126,1
20,1527,5.085432393282627,4.184935844533582,2.500009999999996,0.19999999999999996,25.427161966413404,80
50,1526,5.081949515772891,4.184931799348984,2.500009999999982,0.19999999999999996,25.409747578864724,200
100,1525,5.0777778317144175,4.184949200420972,2.5000100000000636,0.19999999999999996,25.388889158572354,400
