checkpoint_cycles,Ukl_error_mV,abs_Ukl_error_mV,rest_duration_min,rest_duration_error_min,Q_to_Ukl_Ah,nominal_soc_percent_at_endpoint,quality_flag
0,0.0,0.0,59.999999999999986,-1.4210854715202004e-14,2.307086652364036,53.85826695271928,pass
3,0.0,0.0,59.99999999999976,-2.4158453015843406e-13,2.298209059844268,54.03581880311463,pass
10,-8.881784197001252e-13,8.881784197001252e-13,59.99999999999952,-4.831690603168681e-13,2.2973604374548247,54.05279125090351,pass
20,-5.080380560684716e-10,5.080380560684716e-10,59.99999999999903,-9.734435479913373e-13,2.2964062456496306,54.07187508700739,pass
