checkpoint_cycles,endpoint_target_Ukl_V,fixed_rest_duration_min,sei_thickness_m,sei_thickness_m_delta_vs_0cycle,sei_thickness_m_rel_pct_vs_0cycle,loss_lithium_inventory_pct,loss_lithium_inventory_pct_delta_vs_0cycle,loss_lithium_inventory_pct_rel_pct_vs_0cycle,total_lithium_lost_mol,total_lithium_lost_mol_delta_vs_0cycle,total_lithium_lost_mol_rel_pct_vs_0cycle,capacity_lost_side_reactions_Ah,capacity_lost_side_reactions_Ah_delta_vs_0cycle,capacity_lost_side_reactions_Ah_rel_pct_vs_0cycle,t_to_Ukl_s,t_to_Ukl_s_delta_vs_0cycle,t_to_Ukl_s_rel_pct_vs_0cycle,Q_to_Ukl_Ah,Q_to_Ukl_Ah_delta_vs_0cycle,Q_to_Ukl_Ah_rel_pct_vs_0cycle,throughput_to_Ukl_Ah,throughput_to_Ukl_Ah_delta_vs_0cycle,throughput_to_Ukl_Ah_rel_pct_vs_0cycle,nominal_soc_percent_at_endpoint,nominal_soc_percent_at_endpoint_delta_vs_0cycle,nominal_soc_percent_at_endpoint_rel_pct_vs_0cycle,U_after_interrupt_V,U_after_interrupt_V_delta_vs_0cycle,U_after_interrupt_V_rel_pct_vs_0cycle,U00_after_fixed_rest_V,U00_after_fixed_rest_V_delta_vs_0cycle,U00_after_fixed_rest_V_rel_pct_vs_0cycle,recovery_amplitude_V,recovery_amplitude_V_delta_vs_0cycle,recovery_amplitude_V_rel_pct_vs_0cycle,recovery_from_loaded_endpoint_V,recovery_from_loaded_endpoint_V_delta_vs_0cycle,recovery_from_loaded_endpoint_V_rel_pct_vs_0cycle
0,3.7,60,5.000000000000002e-09,0.0,0.0,1.4210854715202004e-13,0.0,0.0,-5.551115123125783e-17,0.0,-0.0,0.0,0.0,,4983.307169106321,0.0,0.0,2.307086652364036,0.0,0.0,2.307086652364036,0.0,0.0,53.85826695271928,0.0,0.0,3.7483098500676206,0.0,0.0,3.7973883663646815,0.0,0.0,0.04907851629706084,0.0,0.0,0.09738836636468129,0.0,0.0
3,3.7,60,5.8918182287115225e-09,8.918182287115207e-10,17.83636457423041,0.01100810779320227,0.011008107793060162,7746267211700.0,3.125929404207417e-05,3.125929404212968e-05,-56311738000000.0,0.0008377953848749172,0.0008377953848749172,,4964.131569263976,-19.175599842345036,-0.3847966659816373,2.298209059844268,-0.00887759251976794,-0.3847966659887356,2.298209059844023,-0.008877592520013078,-0.38479666599936097,54.03581880311463,0.17755185039534638,0.3296649900584702,3.748372691989185,6.28419215642495e-05,0.0016765402028627867,3.7974010466851524,1.268032047097023e-05,0.000333922139312534,0.04902835469596756,-5.016160109327927e-05,-0.10220684095187958,0.09740104668515226,1.268032047097023e-05,0.013020364694780275
10,3.7,60,7.574040314826528e-09,2.574040314826526e-09,51.480806296530496,0.03177252080280368,0.031772520802661575,22357923882420.0,9.022318720824929e-05,9.02231872083048e-05,-162531644916600.0,0.0024181150674160703,0.0024181150674160703,,4962.298544904421,-21.008624201900602,-0.4215799566228259,2.2973604374548247,-0.00972621490921144,-0.421579956662882,2.2973604374543015,-0.009726214909734576,-0.42157995668555726,54.05279125090351,0.194524298184227,0.36117816110755036,3.7485385134578113,0.00022866339019067539,0.006100439913913473,3.7975806833234733,0.0001923169587918494,0.005064453256751256,0.04904216986566201,-3.6346431398825985e-05,-0.07405772248457858,0.09758068332347403,0.00019231695879273758,0.1974742630681224
20,3.7,60,9.471972673427622e-09,4.47197267342762e-09,89.43945346855237,0.05519954129347582,0.05519954129333371,38843223999950.0,0.00015674798291342995,0.00015674798291348546,-282372062976100.0,0.0042010781417839,0.0042010781417839,,4960.23749060306,-23.069678503261457,-0.4629391229639702,2.2964062456496306,-0.01068040671440551,-0.4629391229610497,2.2964062456509,-0.010680406713136303,-0.4629391229060363,54.07187508700739,0.21360813428810843,0.39661159999007994,3.748726605691994,0.0004167556243732662,0.01111849449601259,3.7977954530753912,0.00040708671070976976,0.010720175853371624,0.04906884738339734,-9.668913663496426e-06,-0.01970090865211316,0.0977954530758991,0.0004070867112178078,0.4180034293761819
