metric,available,monotonic_non_decreasing,value_0,value_20,value_50,value_100,delta_20_minus_0,delta_50_minus_0,delta_100_minus_0,amplification_100_vs_20,classification
sei_thickness_m,True,True,5.00757281415115e-09,9.471876490311125e-09,1.3664994727328668e-08,1.866443009982894e-08,4.464303676159975e-09,8.657421913177518e-09,1.365685728567779e-08,3.059123723730394,monotonic and amplified
lli_percent,True,True,9.347460240860528e-05,0.05519835406235529,0.10695587117641026,0.1686661178073905,0.05510487945994669,0.10686239657400165,0.1685726432049819,3.0591237084097047,monotonic and amplified
total_lithium_lost_mol,True,True,2.654361799803162e-07,0.00015674461157966224,0.0003037184127767101,0.00047895459151758857,0.00015647917539968192,0.00030345297659672976,0.00047868915533760825,3.0591237084099645,monotonic and amplified
sei_capacity_loss_Ah,True,True,7.1140828277454354e-06,0.0042009877850626405,0.008140103396417221,0.012836692619663519,0.004193873702234895,0.008132989313589476,0.012829578536835773,3.0591237237303908,monotonic and amplified
