cycle,Q_common_max_Ah,ICA_peak_mag_Ah_per_V,ICA_peak_Q_Ah,ICA_peak_U_V,DVA_median_mag_V_per_Ah,DVA_peak_mag_V_per_Ah
0,5.085432393162075,22.998392169439345,0.4786756721056433,4.087313427757763,0.17756165925712253,2.4249370723550214
3,5.085432393162075,22.37676454927585,0.4870917394837285,4.086380121107352,0.17744097105889978,2.678013984289862
10,5.085432393162075,22.404718110043383,0.49129977317277107,4.0861729816621075,0.17749726596133542,2.7043285632750553
20,5.085432393162075,22.449489420902367,0.49129977317277107,4.086152345879355,0.1775869460581987,2.734796344453173
