cycle,segment_id,segment_type,idx_start,idx_stop,t_start_s,t_end_s,duration_min,U_start_V,U_end_V,I_mean_A,I_min_A,I_max_A,n_points
20,14,charge,755,870,88368.05141233168,101906.43302721462,225.63969358138226,2.8541923541671568,4.200000000000001,-1.3380410205679536,-1.6669806315953006,-0.05005000000000013,115
20,15,rest,870,876,101906.43302721463,102506.43302721462,9.999999999999757,4.197567905934836,4.194610074329721,0.0,0.0,0.0,6
20,16,discharge,876,968,102506.43302721463,113386.00532671587,181.3262049916872,4.124583717497992,2.5000100000000085,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,17,rest,968,974,113386.00532671588,113986.00532671587,9.999999999999757,2.588570920742706,2.766583155952937,0.0,0.0,0.0,6
20,18,charge,974,1089,113986.00532671588,127523.78492279847,225.62965993470982,2.854245455209351,4.200000000000001,-1.3380656371019208,-1.6669793408253342,-0.05005000000000007,115
20,19,rest,1089,1095,127523.78492279848,128123.78492279847,9.999999999999757,4.197567511576143,4.194608960395849,0.0,0.0,0.0,6
20,20,discharge,1095,1187,128123.78492279848,139002.85986806272,181.3179157544039,4.124564734966544,2.500010000000014,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,21,rest,1187,1193,139002.85986806275,139602.85986806272,9.999999999999515,2.5885955174762514,2.766609380317009,0.0,0.0,0.0,6
20,22,charge,1193,1308,139602.85986806275,153140.07485534484,225.6202497880348,2.854296264349834,4.199999999999999,-1.338089316950621,-1.666979513956548,-0.05004999999999902,115
20,23,rest,1308,1314,153140.07485534486,153740.07485534484,9.999999999999515,4.1975671254755005,4.194608031028755,0.0,0.0,0.0,6
20,24,discharge,1314,1406,153740.07485534486,164618.67149466608,181.3099439886869,4.124546614258576,2.500010000000006,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,25,rest,1406,1412,164618.6714946661,165218.67149466608,9.999999999999515,2.5886191040869857,2.766634491551766,0.0,0.0,0.0,6
20,26,charge,1412,1527,165218.6714946661,178755.3619227725,225.61150713510676,2.854345047878748,4.200000000000001,-1.3381122435703725,-1.666978914747893,-0.050050000000000434,115
20,27,rest,1527,1533,178755.36192277254,179355.3619227725,9.999999999999515,4.197566758684167,4.194607234597432,0.0,0.0,0.0,6
20,28,discharge,1533,1625,179355.36192277254,190233.49757909105,181.30226093864184,4.124529235563855,2.5000099999999676,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,29,rest,1625,1631,190233.49757909108,190833.49757909105,9.999999999999515,2.588641438574948,2.7666580592652528,0.0,0.0,0.0,6
20,30,charge,1631,1746,190833.49757909108,204369.6901046064,225.6032087585884,2.8543914804076134,4.199999999999999,-1.3381343677901767,-1.6669791363301045,-0.05004999999999901,115
20,31,rest,1746,1752,204369.69010460642,204969.6901046064,9.999999999999515,4.197566404132414,4.194606589921953,0.0,0.0,0.0,6
20,32,discharge,1752,1844,204969.69010460642,215847.37968995827,181.29482642253086,4.124512553183578,2.5000099999999437,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,33,rest,1844,1850,215847.3796899583,216447.37968995827,9.999999999999515,2.5886639929263593,2.7666820630504305,0.0,0.0,0.0,6
20,34,charge,1850,1965,216447.3796899583,229983.10189641768,225.59537010765635,2.854437586377833,4.2,-1.3381558814620678,-1.6669787641337963,-0.050049999999999574,115
20,35,rest,1965,1971,229983.1018964177,230583.10189641768,9.999999999999515,4.197566060507678,4.194606073996436,0.0,0.0,0.0,6
20,36,discharge,1971,2063,230583.1018964177,241460.35981796018,181.28763202570795,4.124496489113575,2.5000099999999223,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,37,rest,2063,2069,241460.3598179602,242060.35981796018,9.999999999999515,2.5886850840173037,2.7667042937210726,0.0,0.0,0.0,6
20,38,charge,2069,2184,242060.3598179602,255595.63616377627,225.58793909693438,2.8544812660141257,4.2,-1.3381766714124521,-1.6669787649965617,-0.050050000000000296,115
20,39,rest,2184,2190,255595.6361637763,256195.63616377627,9.999999999999515,4.1975657306674865,4.194605675691415,0.0,0.0,0.0,6
20,40,discharge,2190,2282,256195.6361637763,267072.4751710373,181.28065012101675,4.124480992558001,2.5000100000000045,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,41,rest,2282,2288,267072.47517103737,267672.4751710373,9.99999999999903,2.588705759631709,2.766726053506778,0.0,0.0,0.0,6
20,42,charge,2288,2403,267672.47517103737,281207.32727502024,225.58086839971463,2.8545238565620954,4.2,-1.3381969259867175,-1.666978372964606,-0.05004999999999937,115
20,43,rest,2403,2409,281207.3272750203,281807.32727502024,9.99999999999903,4.197565406181323,4.194605350390505,0.0,0.0,0.0,6
20,44,discharge,2409,2501,281807.3272750203,292683.75909830316,181.27386372138088,4.124465985489508,2.500009999999919,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,45,rest,2501,2507,292683.7590983032,293283.75909830316,9.99999999999903,2.5887257187604504,2.766747052708287,0.0,0.0,0.0,6
20,46,charge,2507,2622,293283.7590983032,306818.21035104233,225.574187545652,2.8545651246785733,4.199999999999999,-1.3382165486078115,-1.666978432925238,-0.050049999999999484,115
20,47,rest,2622,2628,306818.2103510424,307418.21035104233,9.99999999999903,4.197565089719248,4.194605155651179,0.0,0.0,0.0,6
20,48,discharge,2628,2720,307418.2103510424,318294.24596676417,181.2672602620296,4.124451483959284,2.500010000000014,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,49,rest,2720,2726,318294.2459667642,318894.24596676417,9.99999999999903,2.5887450744701757,2.7667673449264383,0.0,0.0,0.0,6
20,50,charge,2726,2841,318894.2459667642,332428.31982197583,225.56789758686014,2.854605167515023,4.199999999999999,-1.3382357220331502,-1.6669779853167044,-0.050049999999998006,115
20,51,rest,2841,2847,332428.3198219759,333028.31982197583,9.99999999999903,4.197564780525198,4.194605040574609,0.0,0.0,0.0,6
20,52,discharge,2847,2939,333028.3198219759,343903.96892893285,181.26081844928268,4.1244374153440715,2.5000100000000396,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,53,rest,2939,2945,343903.9689289329,344503.96892893285,9.99999999999903,2.5887647089444226,2.7667880325135368,0.0,0.0,0.0,6
20,54,charge,2945,3060,344503.9689289329,358037.68125583103,225.5618721149687,2.8546451061825446,4.200000000000001,-1.338254434038501,-1.666978374395025,-0.05005000000000105,115
20,55,rest,3060,3066,358037.6812558311,358637.68125583103,9.99999999999903,4.19756447812035,4.194605009368731,0.0,0.0,0.0,6
20,56,discharge,3066,3158,358637.6812558311,369512.95322130586,181.25453275791273,4.124423754793009,2.5000099999999676,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,57,rest,3158,3164,369512.9532213059,370112.95322130586,9.99999999999903,2.5887838881003398,2.7668082177795785,0.0,0.0,0.0,6
20,58,charge,3164,3279,370112.9532213059,383646.3258723979,225.5562108515335,2.8546840936744364,4.200000000000001,-1.3382725789103804,-1.6669775998700487,-0.0500499999999983,115
20,59,rest,3279,3285,383646.325872398,384246.3258723979,9.99999999999903,4.197564182562484,4.194605918276699,0.0,0.0,0.0,6
20,60,discharge,3285,3377,384246.325872398,395121.2298515665,181.24839965280844,4.124411336110175,2.5000100000000387,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,61,rest,3377,3383,395121.22985156655,395721.2298515665,9.99999999999903,2.5888018234564605,2.766826937654603,0.0,0.0,0.0,6
20,62,charge,3383,3498,395721.22985156655,409254.2868380479,225.55094977468931,2.8547212153581096,4.199999999999999,-1.3382907573757272,-1.6669782261551591,-0.05004999999999849,115
20,63,rest,3498,3504,409254.28683804796,409854.2868380479,9.99999999999903,4.19756389365352,4.194606034800465,0.0,0.0,0.0,6
20,64,discharge,3504,3596,409854.28683804796,420728.83095042006,181.24240187286827,4.124398413489409,2.5000100000000307,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,65,rest,3596,3602,420728.8309504201,421328.83095042006,9.99999999999903,2.588819483205461,2.766845373999481,0.0,0.0,0.0,6
20,66,charge,3602,3717,421328.8309504201,434861.57675049576,225.54576333459408,2.8547576587512276,4.199999999999999,-1.338308157791947,-1.6669781102196934,-0.05004999999999974,115
20,67,rest,3717,3723,434861.5767504958,435461.57675049576,9.99999999999903,4.197563610637899,4.1946062056303814,0.0,0.0,0.0,6
20,68,discharge,3723,3815,435461.5767504958,446335.7686076129,181.2365309519509,4.124385811285515,2.500010000000029,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,69,rest,3815,3821,446335.76860761293,446935.7686076129,9.99999999999903,2.588836890732591,2.7668635339022645,0.0,0.0,0.0,6
20,70,charge,3821,3936,446935.76860761293,460468.2292092384,225.54101002709066,2.854793455536706,4.2,-1.3383253103651827,-1.6669782721683313,-0.05004999999999993,115
20,71,rest,3936,3942,460468.22920923843,461068.2292092384,9.99999999999903,4.197563333028393,4.1946064603411095,0.0,0.0,0.0,6
20,72,discharge,3942,4034,461068.22920923843,471942.0758277303,181.23077697486443,4.12437354256418,2.5000100000000494,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,73,rest,4034,4040,471942.07582773035,472542.0758277303,9.99999999999903,2.588854535910981,2.766882004435282,0.0,0.0,0.0,6
20,74,charge,4040,4155,472542.07582773035,486074.2581146309,225.5363714483421,2.854829203926906,4.200000000000001,-1.3383420158175485,-1.6669782931066213,-0.05004999999999715,115
20,75,rest,4155,4161,486074.25811463094,486674.2581146309,9.99999999999903,4.1975630601774085,4.194606610194095,0.0,0.0,0.0,6
20,76,discharge,4161,4253,486674.25811463094,497547.7666528228,181.22514230319746,4.124361402973777,2.5000099999998833,1.666666666666666,1.6666666666666665,1.6666666666666665,92
20,77,rest,4253,4259,497547.76665282284,498147.7666528228,9.99999999999903,2.5888711060488636,2.766899254267865,0.0,0.0,0.0,6
20,78,charge,4259,4374,498147.76665282284,511679.6809179466,225.53190441872962,2.8548634206725634,4.199999999999999,-1.3383582235467595,-1.6669776322135754,-0.050050000000001336,115
20,79,rest,4374,4380,511679.6809179467,512279.6809179466,9.99999999999903,4.197562791925517,4.194606255732062,0.0,0.0,0.0,6
20,80,discharge,4380,4411,512279.6809179467,514079.6809179466,29.99999999999903,4.170794616860208,4.0865876711712765,0.5,0.5,0.5,31
20,81,rest,4411,4472,514079.6809179467,517679.6809179466,59.99999999999903,4.107118994853165,4.1202205342285945,0.0,0.0,0.0,61
20,82,discharge,4472,4503,517679.6809179467,519479.6809179466,29.99999999999903,4.099297143646657,4.071331366220715,0.5,0.5,0.5,31
20,83,rest,4503,4564,519479.6809179467,523079.6809179466,59.99999999999903,4.090231519540607,4.096183638010217,0.0,0.0,0.0,61
20,84,discharge,4564,4595,523079.6809179467,524879.6809179466,29.99999999999903,4.076947223272612,4.0509963358814005,0.5,0.5,0.5,31
20,85,rest,4595,4656,524879.6809179467,528479.6809179466,59.99999999999806,4.068820553736823,4.079932294887248,0.0,0.0,0.0,61
20,86,discharge,4656,4687,528479.6809179467,530279.6809179466,29.99999999999806,4.061814557946538,4.0095723777425984,0.5,0.5,0.5,31
20,87,rest,4687,4748,530279.6809179467,533879.6809179466,59.99999999999806,4.026644410050869,4.041372580189714,0.0,0.0,0.0,61
20,88,discharge,4748,4779,533879.6809179467,535679.6809179466,29.99999999999806,4.0240357023929425,3.9632232995346337,0.5,0.5,0.5,31
20,89,rest,4779,4840,535679.6809179467,539279.6809179466,59.99999999999806,3.979758598563517,3.9943679041929743,0.0,0.0,0.0,61
20,90,discharge,4840,4871,539279.6809179467,541079.6809179466,29.99999999999806,3.977586878890774,3.919301777672212,0.5,0.5,0.5,31
20,91,rest,4871,4932,541079.6809179467,544679.6809179466,59.99999999999806,3.9354531072304795,3.9481988863849398,0.0,0.0,0.0,61
20,92,discharge,4932,4963,544679.6809179467,546479.6809179466,29.99999999999806,3.9318110281194505,3.866532672783846,0.5,0.5,0.5,31
20,93,rest,4963,5024,546479.6809179467,550079.6809179466,59.99999999999806,3.8824206367555516,3.8967322708273078,0.0,0.0,0.0,61
20,94,discharge,5024,5055,550079.6809179467,551879.6809179466,29.99999999999806,3.880610558356266,3.817507296270792,0.5,0.5,0.5,31
20,95,rest,5055,5116,551879.6809179467,555479.6809179466,59.99999999999806,3.833251125271058,3.845531128927161,0.0,0.0,0.0,61
20,96,discharge,5116,5147,555479.6809179467,557279.6809179466,29.99999999999806,3.8295750178108006,3.77561749491349,0.5,0.5,0.5,31
20,97,rest,5147,5208,557279.6809179467,560879.6809179466,59.99999999999806,3.7912950683753044,3.8053728920019276,0.0,0.0,0.0,61
20,98,discharge,5208,5239,560879.6809179467,562679.6809179466,29.99999999999806,3.7894896404776697,3.7289187730622033,0.5,0.5,0.5,31
20,99,rest,5239,5300,562679.6809179467,566279.6809179466,59.99999999999806,3.7446153369390824,3.759535310438686,0.0,0.0,0.0,61
20,100,discharge,5300,5331,566279.6809179467,568079.6809179466,29.99999999999806,3.743636430519201,3.684915601786737,0.5,0.5,0.5,31
20,101,rest,5331,5392,568079.6809179467,571679.6809179466,59.99999999999806,3.700718186568544,3.7139169914338397,0.0,0.0,0.0,61
20,102,discharge,5392,5423,571679.6809179467,573479.6809179466,29.99999999999806,3.6979120839503135,3.6476649648474426,0.5,0.5,0.5,31
20,103,rest,5423,5484,573479.6809179467,577079.6809179466,59.99999999999806,3.6636647321382645,3.674787735537149,0.0,0.0,0.0,61
20,104,discharge,5484,5515,577079.6809179467,578879.6809179466,29.99999999999806,3.65859578437534,3.6105572308436575,0.5,0.5,0.5,31
20,105,rest,5515,5576,578879.6809179467,582479.6809179466,59.99999999999806,3.626852560239066,3.637029388620265,0.0,0.0,0.0,61
20,106,discharge,5576,5607,582479.6809179467,584279.6809179466,29.99999999999806,3.6205383769243156,3.5691821797620547,0.5,0.5,0.5,31
20,107,rest,5607,5668,584279.6809179467,587879.6809179466,59.99999999999806,3.585905913484633,3.5957078605780906,0.0,0.0,0.0,61
20,108,discharge,5668,5699,587879.6809179467,589679.6809179466,29.99999999999806,3.5787861515021797,3.519359110627331,0.5,0.5,0.5,31
20,109,rest,5699,5760,589679.6809179467,593279.6809179466,59.99999999999806,3.5366800304278576,3.5470382405116743,0.0,0.0,0.0,61
20,110,discharge,5760,5791,593279.6809179467,595079.6809179466,29.99999999999806,3.529517158552207,3.4670959735178197,0.5,0.5,0.5,31
20,111,rest,5791,5852,595079.6809179467,598679.6809179466,59.99999999999806,3.485249555334246,3.494346417412191,0.0,0.0,0.0,61
